review,rating,date,bank
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen
All good we need more,3,2025-01-31,Dashen
App That makes Difference!,5,2025-01-14,Dashen
the worst app in the market only good ui,1,2025-03-22,Dashen
best platform... Please avoid otp,5,2025-02-21,Dashen
Not good this app,1,2025-02-04,Dashen
thanks for all digital transaction,5,2025-03-21,Dashen
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen
its my choice,5,2025-05-15,Dashen
best of best,5,2025-04-05,Dashen
it's samart,5,2025-04-10,Dashen
what an App,5,2025-04-21,Dashen
proud by dashen bank,5,2025-04-06,Dashen
it too slow,3,2025-05-29,Dashen
dashen bank or dashen super app?,1,2025-05-17,Dashen
best app I have ever seen,5,2025-04-29,Dashen
U can't create account,1,2025-01-15,Dashen
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen
mobile banking to the next level,5,2025-01-28,Dashen
I loved it,5,2025-02-05,Dashen
real life changer,5,2025-05-28,Dashen
Is not working,1,2025-01-25,Dashen
I love this app,5,2025-04-21,Dashen
wow to it saff and this app,5,2025-05-30,Dashen
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen
We will see it,2,2025-01-15,Dashen
It's Best waww 🙏,5,2025-01-13,Dashen
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen
real super up,5,2025-04-04,Dashen
Worst app ever,1,2025-03-15,Dashen
wallahi very fantastic Bank,5,2025-03-31,Dashen
All in One,5,2025-01-14,Dashen
It doesn't work,1,2025-02-07,Dashen
Dashen Bank Always One Step Ahead!,5,2025-01-14,Dashen
The first 3 star review is me,3,2025-01-25,Dashen
keep it up!,5,2025-04-21,Dashen
no one dashen yichlal,5,2025-03-07,Dashen
best of best,5,2025-04-29,Dashen
This is My Bank!,5,2025-01-15,Dashen
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen
Good,4,2025-05-13,Dashen
good,4,2025-05-31,Dashen
Totally amazing,5,2025-05-13,Dashen
nice application,5,2025-05-27,Dashen
Game changer,5,2025-05-13,Dashen
good,5,2025-05-16,Dashen
Fantastic,5,2025-05-16,Dashen
good,5,2025-05-28,Dashen
top,5,2025-05-31,Dashen
always lagging,1,2025-05-16,Dashen
thank you,4,2025-04-30,Dashen
super 😎,5,2025-05-13,Dashen
gadaa,5,2025-06-01,Dashen
መቸሸጠ,5,2025-06-03,Dashen
👍👍👍,5,2025-05-28,Dashen
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen
Excellent app.,5,2025-04-21,Dashen
Convenient!,5,2025-04-22,Dashen
Best App,5,2025-05-02,Dashen
best app,5,2025-04-28,Dashen
best app,5,2025-04-23,Dashen
good,5,2025-04-20,Dashen
waw,5,2025-04-28,Dashen
Best App!,5,2025-04-21,Dashen
Very convenient,5,2025-04-21,Dashen
Nice App,5,2025-04-18,Dashen
nice app,5,2025-03-29,Dashen
best experiences,5,2025-03-26,Dashen
good,5,2025-04-17,Dashen
good,5,2025-05-09,Dashen
best,5,2025-04-06,Dashen
nice,5,2025-05-08,Dashen
perfect,5,2025-04-03,Dashen
Best,5,2025-03-20,Dashen
good,5,2025-04-04,Dashen
Good,5,2025-03-20,Dashen
Nice,5,2025-04-16,Dashen
Superb,5,2025-04-21,Dashen
execellent,5,2025-04-24,Dashen
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen
slow cumbersome,3,2025-04-08,Dashen
Is really 💀,2,2025-04-08,Dashen
pis,4,2025-04-26,Dashen
Wawww,5,2025-05-24,Dashen
nic,5,2025-03-22,Dashen
tanku,5,2025-04-04,Dashen
ምርጫዬ ነው,5,2025-04-13,Dashen
nic app,5,2025-04-16,Dashen
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen
Fantastic app,5,2025-03-01,Dashen
good app,5,2025-03-04,Dashen
Hey great,5,2025-03-12,Dashen
It's best,5,2025-03-08,Dashen
Good,5,2025-03-08,Dashen
Excellent,5,2025-03-10,Dashen
Good,5,2025-03-13,Dashen
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen
Wonderful Application 😍,5,2025-02-05,Dashen
Too best,1,2025-04-21,Dashen
Best app,5,2025-02-04,Dashen
best 👍👍,5,2025-02-16,Dashen
Gret experience,5,2025-02-01,Dashen
Good,5,2025-02-07,Dashen
goood,5,2025-04-02,Dashen
Good,5,2025-02-28,Dashen
Perfect,5,2025-02-02,Dashen
No good,1,2025-02-22,Dashen
ከጰነጨየጠ,2,2025-02-26,Dashen
Ok,5,2025-02-02,Dashen
ok,5,2025-03-30,Dashen
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen
Excellent app.,5,2025-01-16,Dashen
Best app,5,2025-01-15,Dashen
very nice,5,2025-04-26,Dashen
Excellent app,5,2025-02-24,Dashen
Great!,5,2025-01-15,Dashen
Best,5,2025-01-29,Dashen
Amazing,5,2025-01-20,Dashen
Nice,5,2025-01-15,Dashen
ስም ብቻ 😏,2,2025-01-21,Dashen
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen
Amizing Application 😍,5,2025-01-22,Dashen
Wow,5,2025-01-17,Dashen
